"# Required | Enter a unique ID for the item, such as a SKU. If there are multiple instances of the same ID, these will be ignored. | Max characters: 100",# Required | The title of the item. | Max character limit: 100,# Required | A short description describing the item. | Max character limit: 5000,"# Required | The current availability of the item in your store. | Supported values: in stock, available for order, preorder, out of stock, discontinued","# Required | The current condition of the item in your store. | Supported values: new, refurbished, used",# Required | The cost and currency of the item. The price is a number followed by the currency code (ISO 4217 standards).,# Required | The URL of the website where you can buy the item. ,"# Required | The URL for the image used in your ad. For square (1:1) aspect ratios in the carousel ad format, your image should be 600x600. For single image ads, your image should be at least 1200x630 ","# Required | You can use unique manufacturer part number (MPN), Global Trade Item Number (GTIN), or brand name for your product. You only need to use one of these values for this column (not all of them). | Supported values for GTIN: UPC, EAN, JAN and ISBN | Max character limit: 70","# Optional | Additional image URLs for the item. You can include up to 10 image URLs. Use "","" to separate each URL. | Max character limit: 2000","# Optional | The age group for your item. | Supported values: newborn, infant, toddler, kids, adult",# Optional | The item color. | Max character limit: 100,"# Optional | The item's gender. | Supported values: male, female, unisex","# Optional | Items that are varients of a specific product. Provide the same item_group_id for all items that are varients. For example, a red Polo Shirt is a variant of Polo Shirt. Facebook maps this to the retailer_product_group_id once we get your feed. For dynamic ads, Facebook picks only one item out of the group based on the signal we receive from the pixel or app event.",# Optional | A preset value from Google's product taxonomy. For example: Apparel & Accessories > Clothing > Dresses | Max character limit: 250,"# Optional | The material the product is made from, such as cotton, denim or leather. | Max character limit: 200",# Optional | Pattern or graphic print on a product. | Max character limit: 100,# Optional | The category the product belongs in. For example: Home & Garden > Kitchen & Dining > Appliances > Refrigerators | Max character limit: 750,"# Optional | The discounted cose and currency code for the product if it's on sale. The sale price is a number followed by the currency code (ISO 4217 standards). Use ""."" as the decimal for the sale price. The sale price is required if you plan on using an overlay for discounted prices.","# Optional | The start and end date and time for your sale, written as: YYYY-MM-DDT0:00-23:59/YYYY-MM-DDT0:00-23:59.","# Optional | The type of shipping for the item, written as: COUNTRY:STATE:SHIPPING_TYPE:PRICE. Use "";"" to separate different regions. For example: US:CA:Ground:9.99 USD,US:NY:Air:15.99 USD","# Optional | The shipping weight of the item. | Supported values: lb, oz, g, kg",# Optional | The size of the item. For example: small or XL.,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 101,# Optional | Additional information about the product you want to include. | Max character limit: 100,
id,title,description,availability,condition,price,link,image_link,brand,additional_image_link,age_group,color,gender,item_group_id,zencart_ID,material,pattern,product_type,sale_price,sale_price_effective_date,shipping,shipping_weight,size,google_product_category,custom_label_1,custom_label_2,custom_label_3,custom_label_4,
526,"42"" Proline Range Hoods PLFI 755.42 Island Range Hood","42"" width. Island range hood with a chimney and powerful 1100 CFM Island range hood. Brushed stainless steel, 4 speeds, 4 LED lights, stainless steel baffle filters.",in stock,new,1199.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_42&products_id=526,http://www.prolinerangehoods.com/bmz_cache/3/images/rangehoods/proline-range-hood-stainless-wall-42-inch-PLFW755.png.image.750x495.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/8/images/rangehoods/proline-range-hood-stainless-wall-42-inch-PLFW755_A.png.image.750x485.png,adult,Stainless Steel,unisex,PLFI 755,PLFI 755.42,Stainless Steel,Brushed Stainless Steel,island,,,,,42,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,526,,,,504
504,"48"" Proline Range Hoods PLFI 755.48 Island Range Hood","48"" width. Island range hood with a chimney and powerful 1100 CFM Island range hood. Brushed stainless steel, 4 speeds, 4 LED lights, stainless steel baffle filters.",in stock,new,1299.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_43&products_id=504,http://www.prolinerangehoods.com/bmz_cache/7/images/proline-range-hood-stainless-wall-48-inch-PLFW755.png.image.750x495.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/e/images/proline-range-hood-stainless-wall-48-inch-PLFW755_A.png.image.750x485.png,adult,Stainless Steel,unisex,PLFI 755,PLFI 755.48,Stainless Steel,Brushed Stainless Steel,island,,,,,48,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,504,,,,543
543,"54"" Proline Range Hoods PLFI 755.54 Island Range Hood","54"" width. Island range hood with a chimney and powerful 1100 CFM Island range hood. Brushed stainless steel, 4 speeds, 4 LED lights, stainless steel baffle filters.",in stock,new,1549.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_81&products_id=543,http://www.prolinerangehoods.com/bmz_cache/9/images/proline-range-hood-stainless-wall-54-inch-PLFW755.png.image.750x495.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/9/images/proline-range-hood-stainless-wall-54-inch-PLFW755_A.png.image.750x485.png,adult,Stainless Steel,unisex,PLFI 755,PLFI 755.54,Stainless Steel,Brushed Stainless Steel,island,,,,,54,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,543,,,,506
506,"60"" Proline Range Hoods PLFI 755.60 Island Range Hood","60"" width. Island range hood with a chimney and powerful 1100 CFM Island range hood. Brushed stainless steel, 4 speeds, 4 LED lights, stainless steel baffle filters.",in stock,new,1599.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_82&products_id=506,http://www.prolinerangehoods.com/bmz_cache/8/images/proline-range-hood-stainless-wall-60-inch-PLFW755.png.image.750x495.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/9/images/proline-range-hood-stainless-wall-60-inch-PLFW755_A.png.image.750x485.png,adult,Stainless Steel,unisex,PLFI 755,PLFI 755.60,Stainless Steel,Brushed Stainless Steel,island,,,,,60,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,506,,,,456
456,"30"" Proline Range Hoods PLFW 129J.30 Wall Mount Range Hood","30"" width. Wall mounted range hood with a chimney and powerful 900 CFM wall mount range hood. Brushed stainless steel, 6 speeds, 2 LED lights, baffle filters, easy instalation.",in stock,new,599.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_45&products_id=456,http://www.prolinerangehoods.com/bmz_cache/3/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-plfw-129j.jpg.image.550x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/f/images/rangehoods/proline-range-hoods-stainless-steel-38-inch-wall-mount-range-hood-plfw-129j_10.jpg.image.679x550.jpg,adult,Stainless Steel,unisex,PLFW 129J,PLFW 129J.30,Stainless Steel,Brushed Stainless Steel,wall,,,,,30,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,456,,,,455
455,"36"" Proline Range Hoods PLFW 129J.36 Wall Mount Range Hood","36"" width. Wall mounted range hood with a chimney and powerful 900 CFM wall mount range hood. Brushed stainless steel, 6 speeds, 2 LED lights, baffle filters, easy instalation.",in stock,new,619.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_46&products_id=455,http://www.prolinerangehoods.com/bmz_cache/b/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-pljw-129.jpg.image.550x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/f/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-pljw-129_1.jpg.image.550x550.jpg,adult,Stainless Steel,unisex,PLFW 129J,PLFW 129J.36,Stainless Steel,Brushed Stainless Steel,wall,,,,,36,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,455,,,,472
472,"30"" Proline Range Hoods PLFW 755.30 Wall Mount  Range Hood","30"" width. Wall Mount range hood with a chimney and powerful 900 CFM wall mount range hood. Brushed stainless steel, 4 speeds, 2 LED lights, stainless steel Baffle filters.",in stock,new,749.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_45&products_id=472,http://www.prolinerangehoods.com/bmz_cache/9/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-plfw-750.jpg.image.550x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/2/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-plfw-750_7.jpg.image.550x550.jpg,adult,Stainless Steel,unisex,PLFW 755,PLFW 755.30,Stainless Steel,Brushed Stainless Steel,wall,,,,,30,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,472,,,,473
473,"36"" Proline Range Hoods PLFW 755.36 Wall Mount  Range Hood","36"" width. Wall Mount range hood with a chimney and powerful 1100 CFM wall mount range hood. Brushed stainless steel, 4 speeds, 2 LED lights, stainless steel baffle filters.",in stock,new,769.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_46&products_id=473,http://www.prolinerangehoods.com/bmz_cache/6/images/proline-range-hood-stainless-wall-36-inch-PLFW755.png.image.750x495.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/1/images/proline-range-hood-stainless-wall-36-inch-PLFW755_A.png.image.750x485.png,adult,Stainless Steel,unisex,PLFW 755,PLFW 755.36,Stainless Steel,Brushed Stainless Steel,wall,,,,,36,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,473,,,,544
544,"42"" Proline Range Hoods PLFW 755.42 Wall Mount Range Hood","42"" width. Wall Mount range hood with a chimney and powerful 1100 CFM wall mount range hood. Brushed stainless steel, 4 speeds, 4 LED lights, stainless steel baffle filters.",in stock,new,849.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_47&products_id=544,http://www.prolinerangehoods.com/bmz_cache/3/images/rangehoods/proline-range-hood-stainless-wall-42-inch-PLFW755.png.image.750x495.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/8/images/rangehoods/proline-range-hood-stainless-wall-42-inch-PLFW755_A.png.image.750x485.png,adult,Stainless Steel,unisex,PLFW 755,PLFW 755.42,Stainless Steel,Brushed Stainless Steel,wall,,,,,42,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,544,,,,499
499,"48"" Proline Range Hoods PLFW 755.48 Wall Mount Range Hood","48"" width. Wall Mount range hood with a chimney and powerful 1100 CFM wall mount range hood. Brushed stainless steel, 4 speeds, 4 LED lights, stainless steel baffle filters.",in stock,new,989.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_48&products_id=499,http://www.prolinerangehoods.com/bmz_cache/7/images/proline-range-hood-stainless-wall-48-inch-PLFW755.png.image.750x495.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/e/images/proline-range-hood-stainless-wall-48-inch-PLFW755_A.png.image.750x485.png,adult,Stainless Steel,unisex,PLFW 755,PLFW 755.48,Stainless Steel,Brushed Stainless Steel,wall,,,,,48,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,499,,,,545
545,"54"" Proline Range Hoods PLFW 755.54 Wall Mount Range Hood","54"" width. Wall Mount range hood with a chimney and powerful 1100 CFM wall mount range hood. Brushed stainless steel, 4 speeds, 4 LED lights, stainless steel baffle filters.",in stock,new,1099.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_56&products_id=545,http://www.prolinerangehoods.com/bmz_cache/7/images/proline-range-hood-stainless-wall-48-inch-PLFW755.png.image.750x495.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/e/images/proline-range-hood-stainless-wall-48-inch-PLFW755_A.png.image.750x485.png,adult,Stainless Steel,unisex,PLFW 755,PLFW 755.54,Stainless Steel,Brushed Stainless Steel,wall,,,,,54,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,545,,,,500
500,"60"" Proline Range Hoods PLFW 755.60 Wall Mount Range Hood","60"" width. Wall Mount range hood with a chimney and powerful 1100 CFM wall mount range hood. Brushed stainless steel, 4 speeds, 4 LED lights, stainless steel baffle filters.",in stock,new,1389.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_58&products_id=500,http://www.prolinerangehoods.com/bmz_cache/7/images/proline-range-hood-stainless-wall-48-inch-PLFW755.png.image.750x495.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/e/images/proline-range-hood-stainless-wall-48-inch-PLFW755_A.png.image.750x485.png,adult,Stainless Steel,unisex,PLFW 755,PLFW 755.60,Stainless Steel,Brushed Stainless Steel,wall,,,,,60,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,500,,,,417
417,"36"" Proline Range Hoods PLFW 750.36 Wall Mount  Range Hood","36"" width. Wall Mount range hood with a chimney and powerful 1100 CFM wall mount range hood. Brushed stainless steel, 6 speeds, 2 LED lights, stainless steel baffle filters.",in stock,new,789.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_46&products_id=417,http://www.prolinerangehoods.com/bmz_cache/3/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-plfw-750.jpg.image.678x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/d/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-plfw-750_10.jpg.image.678x550.jpg,adult,Stainless Steel,unisex,PLFW 750,PLFW 750.36,Stainless Steel,Brushed Stainless Steel,wall,,,,,36,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,417,,,,326
326,"42"" Proline Range Hoods PLFW 750.42 Wall Mount Range Hood","42"" width. Wall Mount range hood with a chimney and powerful 1100 CFM wall mount range hood. Brushed stainless steel, 6 speeds, 2 LED lights, stainless steel baffle filters.",in stock,new,829.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_47&products_id=326,http://www.prolinerangehoods.com/bmz_cache/6/images/rangehoods/proline-range-hoods-stainless-steel-42-inch-wall-mount-range-hood-plfw-750.jpg.image.691x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/f/images/rangehoods/proline-range-hoods-stainless-steel-42-inch-wall-mount-range-hood-plfw-750_8.jpg.image.750x531.jpg,adult,Stainless Steel,unisex,PLFW 750,PLFW 750.42,Stainless Steel,Brushed Stainless Steel,wall,,,,,42,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,326,,,,333
333,"48"" Proline Range Hoods PLFW 750.48 Wall Mount Range Hood","48"" width. Wall Mount range hood with a chimney and powerful 1100 CFM wall mount range hood. Brushed stainless steel, 6 speeds, 4 LED lights, stainless steel baffle filters.",in stock,new,959.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_48&products_id=333,http://www.prolinerangehoods.com/bmz_cache/1/images/rangehoods/proline-range-hoods-stainless-steel-48-inch-wall-mount-range-hood-plfw-750.jpg.image.694x550.jpg,Proline Range Hoods,"http://www.prolinerangehoods.com/bmz_cache/1/images/rangehoods/proline-range-hoods-stainless-steel-48-inch-wall-mount-range-hood-plfw-750_2.jpg.image.694x550.jpg""",adult,Stainless Steel,unisex,PLFW 750,PLFW 750.48,Stainless Steel,Brushed Stainless Steel,wall,,,,,48,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,333,,,,334
334,"54"" Proline Range Hoods PLFW 750.54 Wall Mount Range Hood","54"" width. Wall Mount range hood with a chimney and powerful 1100 CFM wall mount range hood. Brushed stainless steel, 6 speeds, 4 LED lights, stainless steel baffle filters.",in stock,new,1299.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_56&products_id=334,http://www.prolinerangehoods.com/bmz_cache/0/images/rangehoods/proline-range-hoods-stainless-steel-54-inch-wall-mount-range-hood-plfw-750.jpg.image.702x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/4/images/rangehoods/proline-range-hoods-stainless-steel-54-inch-wall-mount-range-hood-plfw-750_8.jpg.image.702x550.jpg,adult,Stainless Steel,unisex,PLFW 750,PLFW 750.54,Stainless Steel,Brushed Stainless Steel,wall,,,,,54,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,334,,,,335
335,"60"" Proline Range Hoods PLFW 750.60 Wall Mount Range Hood","60"" width. Wall Mount range hood with a chimney and powerful 1100 CFM wall mount range hood. Brushed stainless steel, 6 speeds, 4 LED lights, stainless steel baffle filters.",in stock,new,1399.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_58&products_id=335,http://www.prolinerangehoods.com/bmz_cache/8/images/rangehoods/proline-range-hoods-stainless-steel-60-inch-wall-mount-range-hood-plfw-750.jpg.image.750x509.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/a/images/rangehoods/proline-range-hoods-stainless-steel-60-inch-wall-mount-range-hood-plfw-750_1.jpg.image.750x509.jpg,adult,Stainless Steel,unisex,PLFW 750,PLFW 750.60,Stainless Steel,Brushed Stainless Steel,wall,,,,,60,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,335,,,,458
458,"36"" Proline Range Hoods ProVI.36 Island  Range Hood","36"" width. Professional island range hood with optional powerful blowers 900 - 1200 CFM blowers. Brushed stainless steel, Variable speed, 4 LED lights, stainless steel baffle filters.",in stock,new,1449.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_41&products_id=458,http://www.prolinerangehoods.com/bmz_cache/5/images/proline-range-hood-stainless-island-36-inch-ProVI.png.image.550x550.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/d/images/proline-range-hood-stainless-island-36-inch-ProVI_B.png.image.630x550.png,adult,Stainless Steel,unisex,PROVI,ProVI.36,Stainless Steel,Brushed Stainless Steel,island,,,,,36,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,458,,,,459
459,"42"" Proline Range Hoods ProVI.42 Island Range Hood","42"" width. Professional island range hood with optional powerful blowers 900 - 1200 CFM blowers. Brushed stainless steel, Variable speed, 6 LED lights, stainless steel baffle filters.",in stock,new,1749.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_42&products_id=459,http://www.prolinerangehoods.com/bmz_cache/5/images/proline-range-hood-stainless-island-42-inch-ProV.png.image.550x550.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/0/images/proline-range-hood-stainless-island-42-inch-ProV_A.png.image.550x550.png,adult,Stainless Steel,unisex,PROVI,ProVI.42,Stainless Steel,Brushed Stainless Steel,island,,,,,42,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,459,,,,460
460,"48"" Proline Range Hoods ProVI.48 Island Range Hood","48"" width. Professional island range hood with optional powerful blowers 900 - 1200 CFM blowers. Brushed stainless steel, Variable speed, 6 LED lights, stainless steel baffle filters.",in stock,new,1949.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_43&products_id=460,http://www.prolinerangehoods.com/bmz_cache/5/images/proline-range-hood-stainless-island-48-inch-ProvI-experimental.png.image.750x500.png,Proline Range Hoods,,adult,Stainless Steel,unisex,PROVI,ProVI.48,Stainless Steel,Brushed Stainless Steel,island,,,,,48,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,460,,,,470
470,"54"" Proline Range Hoods ProVI.54 Island Range Hood","54"" width. Professional island range hood with optional powerful blowers 900 - 1200 CFM blowers. Brushed stainless steel, Variable speed, 6 LED lights, stainless steel baffle filters.",in stock,new,2199.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_81&products_id=470,http://www.prolinerangehoods.com/bmz_cache/7/images/proline-range-hood-stainless-island-54-inch-ProvI-experimental.png.image.750x500.png,Proline Range Hoods,,adult,Stainless Steel,unisex,PROVI,ProVI.54,Stainless Steel,Brushed Stainless Steel,island, ,,,,54,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,470,,,,471
471,"60"" Proline Range Hoods ProVI.60 Island Range Hood","60"" width. Professional island range hood with optional powerful blowers 900 - 1200 CFM blowers. Brushed stainless steel, Variable speed, 6 LED lights, stainless steel baffle filters.",in stock,new,2399.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_82&products_id=471,http://www.prolinerangehoods.com/bmz_cache/7/images/proline-range-hood-stainless-island-60-inch-ProvI-experimental.png.image.750x500.png,Proline Range Hoods,,adult,Stainless Steel,unisex,PROVI,ProVI.60,Stainless Steel,Brushed Stainless Steel,island,,,,,60,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,471,,,,158
158,"30"" Proline Range Hoods PLJW 109.30 Under Cabinet  Range Hood","30"" width. Under Cabinet range hood with a powerful 1000 CFM blower. Brushed stainless steel, 4 speeds, 2 LED lights, 2 heat lamp sockets, stainless steel Baffle filters.",in stock,new,799.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=30_35&products_id=158,http://www.prolinerangehoods.com/bmz_cache/4/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-pljw-109.jpg.image.550x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/b/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-pljw-109_4.jpg.image.550x550.jpg,adult,Stainless Steel,unisex,PLJW 109,PLJW 109.30,Stainless Steel,Brushed Stainless Steel,under,,,,,30,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,158,,,,9
9,"36"" Proline Range Hoods PLJW 109.36 Under Cabinet  Range Hood","36"" width. Under Cabinet range hood with a powerful 1000 CFM blower. Brushed stainless steel, 4 speeds, 2 LED lights, 2 heat lamp sockets, stainless steel baffle filters.",in stock,new,899.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_46&products_id=9,http://www.prolinerangehoods.com/bmz_cache/8/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-pljw-109.jpg.image.731x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/5/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-pljw-109_3.jpg.image.731x550.jpg,adult,Stainless Steel,unisex,PLJW 109,PLJW 109.36,Stainless Steel,Brushed Stainless Steel,under,,,,,36,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,9,,,,10
10,"42"" Proline Range Hoods PLJW 109.42 Under Cabinet Range Hood","42"" width. Under Cabinet range hood with a powerful 1000 CFM blower. Brushed stainless steel, 4 speeds, 3 LED lights, 2 heat lamp sockets, stainless steel baffle filters.",in stock,new,989.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=30_37&products_id=10,http://www.prolinerangehoods.com/bmz_cache/c/images/rangehoods/proline-range-hoods-stainless-steel-42-inch-wall-mount-range-hood-pljw-109.jpg.image.744x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/c/images/rangehoods/proline-range-hoods-stainless-steel-42-inch-wall-mount-range-hood-pljw-109_1.jpg.image.744x550.jpg,adult,Stainless Steel,unisex,PLJW 109,PLJW 109.42,Stainless Steel,Brushed Stainless Steel,under,,,,,42,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,10,,,,202
202,"48"" Proline Range Hoods PLJW 109.48 1000 CFM Under Cabinet Range Hood","48"" width. Under Cabinet range hood with a powerful 1000 CFM blower. Brushed stainless steel, 4 speeds, 3 LED lights, 2 heat lamp sockets, stainless steel baffle filters.",in stock,new,1199.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=30_38&products_id=202,http://www.prolinerangehoods.com/bmz_cache/d/images/proline-range-hoods-stainless-steel-48-inch-wall-mount-range-hood-pljw-109.jpg.image.666x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/5/images/proline-range-hoods-stainless-steel-48-inch-wall-mount-range-hood-pljw-109_01.jpg.image.666x550.jpg,adult,Stainless Steel,unisex,PLJW 109,PLJW 109.48 1000CFM,Stainless Steel,Brushed Stainless Steel,under,,,,,48,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,202,,,,11
11,"48"" Proline Range Hoods PLJW 109.48 2000 CFM Under Cabinet Range Hood","48"" width. Under Cabinet range hood with a powerful 2000 CFM blower. Brushed stainless steel, 4 speeds, 3 LED lights, 2 heat lamp sockets, stainless steel baffle filters.",in stock,new,1349.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=30_38&products_id=11,http://www.prolinerangehoods.com/bmz_cache/6/images/rangehoods/proline-range-hoods-stainless-steel-48-inch-wall-mount-range-hood-pljw-109.jpg.image.666x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/e/images/rangehoods/proline-range-hoods-stainless-steel-48-inch-wall-mount-range-hood-pljw-109_2.jpg.image.666x550.jpg,adult,Stainless Steel,unisex,PLJW 109,PLJW 109.48 2000CFM,Stainless Steel,Brushed Stainless Steel,under,,,,,48,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,11,,,,476
476,"54"" Proline Range Hoods PLJW 109.54 Under Cabinet Range Hood","54"" width. Under Cabinet range hood with a powerful 2000 CFM blower. Brushed stainless steel, 4 speeds, 4 LED lights, 2 heat lamp sockets, stainless steel baffle filters.",in stock,new,1449.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=30_57&products_id=476,http://www.prolinerangehoods.com/bmz_cache/e/images/rangehoods/proline-range-hoods-stainless-steel-54-inch-wall-mount-range-hood-pljw-109.jpg.image.750x516.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/a/images/rangehoods/proline-range-hoods-stainless-steel-54-inch-wall-mount-range-hood-pljw-109_3.jpg.image.750x516.jpg,adult,Stainless Steel,unisex,PLJW 109,PLJW 109.54,Stainless Steel,Brushed Stainless Steel,under,,,,,54,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,476,,,,477
477,"60"" Proline Range Hoods PLJW 109.60 Under Cabinet Range Hood","60"" width. Under Cabinet range hood with a powerful 2000 CFM blower. Brushed stainless steel, 4 speeds, 4 LED lights, 2 heat lamp sockets, stainless steel baffle filters.",in stock,new,1699.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=30_60&products_id=477,http://www.prolinerangehoods.com/bmz_cache/8/images/rangehoods/proline-range-hoods-stainless-steel-60-inch-wall-mount-range-hood-pljw-109.jpg.image.750x544.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/6/images/rangehoods/proline-range-hoods-stainless-steel-60-inch-wall-mount-range-hood-pljw-109_3.jpg.image.750x544.jpg,adult,Stainless Steel,unisex,PLJW 109,PLJW 109.60,Stainless Steel,Brushed Stainless Steel,under,,,,,60,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,477,,,,290
290,"30"" Proline Range Hoods PLFI 544.30 Island  Range Hood","30"" width. Island range hood with a chimney and powerful 600 CFM blower. Brushed stainless steel, 6 speeds, 4 LED lights, honeycomb stainless steel filters, easy instalation.",in stock,new,699.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_40&products_id=290,http://www.prolinerangehoods.com/images/rangehoods/proline-range-hood-stainless-island-30-inch-PLFI544.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/images/rangehoods/proline-range-hood-stainless-island-30-inch-PLFI544_02.jpg,adult,Stainless Steel,unisex,PLFI 544,PLFI 544.30,Stainless Steel,Brushed Stainless Steel,island,,,,,30,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,290,,,,288
